episodes,return,hinter_loss,guesser_loss,hinter_q,hinter_qhat,guesser_q,guesser_qhat,exploration
2000,0.4455,97.976806640625,100.1143569946289,-1.0,-1.253671407699585,-0.30000001192092896,-1.0432581901550293,0.8813592272948078
4000,0.4455,102.5400161743164,99.8031997680664,0.30000001192092896,-1.1863421201705933,-1.2000000476837158,-1.1033438444137573,0.7775834142685771
6000,0.461,101.24320983886719,98.01817321777344,0.5,-0.8579347133636475,-1.2000000476837158,-0.789900541305542,0.6867615915460303
8000,0.454,98.56747436523438,99.22341918945312,-0.20000000298023224,-0.8656194806098938,-0.6000000238418579,-0.6658320426940918,0.6072767555124091
10000,0.46,95.8447265625,97.5473403930664,-2.0999999046325684,-0.921973705291748,-1.399999976158142,-0.7555027008056641,0.5377137477472802
12000,0.4415,96.98663330078125,97.6779556274414,-2.4000000953674316,-0.940955400466919,-1.5,-0.895463228225708,0.47683405935886203
14000,0.4735,96.37911987304688,98.68833923339844,0.4000000059604645,-0.08448172360658646,-0.800000011920929,-0.4612741470336914,0.42355378040966973
16000,0.4605,93.72840118408203,98.13269805908203,-1.2999999523162842,-0.8966005444526672,-1.2000000476837158,-0.8804716467857361,0.376924301842171
18000,0.4415,95.18597412109375,96.37262725830078,-1.7000000476837158,-0.5158754587173462,-2.200000047683716,-0.8036513328552246,0.3361154263190112
20000,0.4475,97.92864227294922,97.51537322998047,-0.699999988079071,-0.7226527333259583,-0.800000011920929,-0.9356982707977295,0.3004005872809969
22000,0.482,94.71415710449219,99.10444641113281,-0.30000001192092896,-0.4846979081630707,-0.10000000149011612,-0.4256243407726288,0.2691439130610133
24000,0.4485,89.29324340820312,95.93346405029297,-1.2999999523162842,-0.9014041423797607,-1.2000000476837158,-1.058199167251587,0.24178890574166612
26000,0.4645,99.07808685302734,99.1474380493164,-0.6000000238418579,-0.3085660934448242,0.6000000238418579,-0.9902430772781372,0.21784853319354897
28000,0.4765,89.30322265625,99.0200424194336,-0.4000000059604645,-0.20525796711444855,-0.800000011920929,-0.26799654960632324,0.19689655789148858
30000,0.4625,99.995849609375,97.01091766357422,0.20000000298023224,-0.4317314028739929,-0.20000000298023224,-0.6884326338768005,0.17855994812587855
32000,0.4835,90.8642349243164,99.30793762207031,1.100000023841858,-0.21731263399124146,0.30000001192092896,-0.40510931611061096,0.16251223649731428
34000,0.505,95.2780990600586,96.52670288085938,0.30000001192092896,0.7731292843818665,1.600000023841858,0.14669738709926605,0.14846770744829957
36000,0.5005,89.29419708251953,99.63900756835938,0.8999999761581421,-0.015618946403265,-0.800000011920929,0.03108556754887104,0.1361763103460783
38000,0.538,88.83067321777344,95.91680908203125,1.600000023841858,0.5890101790428162,1.600000023841858,0.6710856556892395,0.12541920754845245
40000,0.571,89.31208801269531,95.901611328125,1.0,1.3555192947387695,1.5,1.2613999843597412,0.11600487818976805
42000,0.5705,84.76652526855469,95.15010070800781,1.7000000476837158,1.449158787727356,1.7999999523162842,1.0776880979537964,0.10776570831836477
44000,0.6115,88.66496276855469,87.09501647949219,1.899999976158142,1.9630954265594482,3.200000047683716,2.1610682010650635,0.10055500667585009
46000,0.6005,87.4634017944336,95.11471557617188,1.600000023841858,1.4304530620574951,2.0,2.0028676986694336,0.09424439298674207
48000,0.604,84.6352767944336,91.6813735961914,2.299999952316284,2.4272968769073486,2.200000047683716,2.189213514328003,0.08872151225924757
50000,0.621,89.07731628417969,84.25080871582031,1.7999999523162842,2.253322124481201,4.0,2.4021239280700684,0.08388803440228787
52000,0.6445,85.51521301269531,89.47582244873047,3.0,3.0563998222351074,2.799999952316284,2.729111909866333,0.07965790354369187
54000,0.6335,73.49945068359375,87.83296966552734,3.200000047683716,2.7436788082122803,2.4000000953674316,2.7998108863830566,0.07595580588018841
56000,0.6395,85.03713989257812,96.2986068725586,2.5999999046325684,3.113224744796753,1.600000023841858,2.6689586639404297,0.07271582878059893
58000,0.6285,75.37981414794922,84.2236099243164,3.0,2.480855941772461,3.0,2.6204113960266113,0.06988028726872808
60000,0.64,82.46965026855469,91.9259262084961,2.0,2.6841678619384766,2.0999999046325684,2.745424509048462,0.0673986969925
62000,0.6385,77.29850006103516,91.9683609008789,2.4000000953674316,2.975557327270508,1.600000023841858,3.0836989879608154,0.06522687539394878
64000,0.6405,74.84839630126953,85.62966918945312,3.799999952316284,2.814011573791504,3.200000047683716,2.586204767227173,0.06332615507717554
66000,0.6405,69.39083099365234,79.05467224121094,2.9000000953674316,2.2787222862243652,3.700000047683716,2.997605562210083,0.061662695368972745
68000,0.637,77.2605972290039,81.4261245727539,2.5,2.689175605773926,3.200000047683716,2.776857376098633,0.06020687981505069
70000,0.6465,81.27323913574219,79.92626953125,2.4000000953674316,3.201022148132324,3.4000000953674316,3.1111643314361572,0.05893278888481038
72000,0.6565,78.3511734008789,91.15060424804688,2.4000000953674316,3.19667911529541,2.299999952316284,2.8562886714935303,0.057817738496629446
74000,0.658,79.28865814208984,89.08085632324219,3.0,2.9377410411834717,2.0,2.848247766494751,0.05684187614750502
76000,0.6775,73.28091430664062,83.4224624633789,4.0,3.9630484580993652,4.400000095367432,3.3901538848876953,0.05598782745649274
78000,0.675,68.51164245605469,91.4002456665039,3.4000000953674316,3.2255895137786865,2.299999952316284,2.917043685913086,0.05524038682895525
80000,0.6705,68.84410858154297,82.33345794677734,3.700000047683716,3.6179821491241455,3.200000047683716,3.3883867263793945,0.054586246734165705
82000,0.681,67.19835662841797,82.04060363769531,4.0,3.465096950531006,3.700000047683716,3.3811874389648438,0.05401376077628968
84000,0.6815,62.6955451965332,80.4678726196289,4.199999809265137,3.6766791343688965,3.9000000953674316,3.8422372341156006,0.053512736340429835
86000,0.6805,73.96458435058594,74.53624725341797,3.299999952316284,3.3948099613189697,3.700000047683716,3.425001621246338,0.05307425312197676
88000,0.691,68.2369155883789,79.16844177246094,4.199999809265137,4.043645858764648,4.099999904632568,4.059012413024902,0.05269050430833854
90000,0.701,65.29532623291016,70.46160125732422,4.099999904632568,4.110016822814941,5.0,3.8273110389709473,0.05235465758542799
92000,0.688,74.75238800048828,80.70106506347656,2.5999999046325684,3.5623579025268555,3.5999999046325684,3.6930150985717773,0.05206073349424867
94000,0.7065,65.78174591064453,81.99427032470703,4.900000095367432,4.118844985961914,3.700000047683716,3.8893473148345947,0.051803498971824576
96000,0.6945,69.23619842529297,68.56559753417969,3.5999999046325684,4.356008529663086,5.0,3.8998000621795654,0.05157837418106226
98000,0.7105,71.93382263183594,78.49878692626953,3.200000047683716,4.3014092445373535,4.099999904632568,4.046221733093262,0.05138135097073195
100000,0.7045,70.19478607177734,75.49551391601562,2.5999999046325684,3.896636724472046,4.199999809265137,4.598718643188477,0.05120892151381868
102000,0.6975,60.083980560302734,74.0991439819336,4.599999904632568,4.432772159576416,4.400000095367432,4.047585964202881,0.05105801585371112
104000,0.699,69.6679916381836,80.95836639404297,3.5999999046325684,4.623013496398926,3.4000000953674316,4.074056625366211,0.050925947246292416
106000,0.697,69.24205780029297,71.44078826904297,4.099999904632568,3.7354345321655273,4.400000095367432,3.9916913509368896,0.050810364324796416
108000,0.7145,72.6758041381836,82.16056823730469,3.700000047683716,4.253734588623047,3.9000000953674316,4.11789083480835,0.05070920923576608
110000,0.7125,64.20537567138672,76.8233642578125,4.300000190734863,4.113422870635986,4.599999904632568,3.927997350692749,0.05062068100076131
112000,0.718,63.09587860107422,84.80360412597656,5.0,4.246521949768066,3.799999952316284,4.076772689819336,0.05054320345150317
114000,0.7015,63.783729553222656,81.32426452636719,4.300000190734863,3.851707696914673,3.700000047683716,3.6305267810821533,0.05047539716756762
116000,0.7135,59.19508743286133,71.64720916748047,5.0,4.513734340667725,4.699999809265137,3.8550305366516113,0.050416054917003766
118000,0.7085,71.76195526123047,76.13255310058594,3.5999999046325684,3.5747363567352295,4.199999809265137,4.054680347442627,0.05036412016261833
120000,0.6945,66.61845397949219,74.3913345336914,4.099999904632568,4.165592193603516,3.9000000953674316,3.4805872440338135,0.050318668251249137
122000,0.7215,53.797481536865234,75.79161834716797,5.099999904632568,4.550022602081299,4.199999809265137,4.727234363555908,0.05027888995111932
124000,0.711,56.28660202026367,75.12508392333984,4.599999904632568,4.3110785484313965,4.300000190734863,3.964871883392334,0.05024407704416882
126000,0.722,67.04535675048828,90.5956039428711,4.099999904632568,4.614152908325195,3.5,4.103908538818359,0.05021360971684742
128000,0.723,60.07078552246094,75.86050415039062,5.400000095367432,4.217166900634766,4.699999809265137,4.603008270263672,0.05018694552487318
130000,0.7225,72.07173156738281,74.87443542480469,2.5,3.9600725173950195,4.199999809265137,4.52508020401001,0.05016360973548349
132000,0.7235,64.08557891845703,82.65415954589844,4.800000190734863,4.509636402130127,3.4000000953674316,4.434199333190918,0.050143186875230825
134000,0.715,56.2302360534668,63.069007873535156,5.199999809265137,4.53565788269043,5.599999904632568,4.681706428527832,0.05012531333283915
136000,0.7175,55.08145523071289,69.6787338256836,5.0,4.397747039794922,4.900000095367432,3.7114319801330566,0.05010967088542117
138000,0.7315,57.551265716552734,68.75456237792969,5.199999809265137,5.169460296630859,4.699999809265137,4.598716735839844,0.05009598103279642
140000,0.7265,68.41268157958984,69.1243896484375,4.5,4.094906806945801,5.099999904632568,4.0286664962768555,0.05008400003903762
142000,0.7165,63.994022369384766,66.4883041381836,4.199999809265137,4.463181972503662,5.699999809265137,3.8912627696990967,0.05007351459296429
